run_id,epochs,lr,mode,epoch,train_loss,train_acc,valid_loss,valid_acc
5,20,0.05,step_reduce,5,5.6460084416250425,0.3947777777777778,2.7292209578952336,0.4191666666666667
5,20,0.05,step_reduce,6,5.314705004205242,0.44353703703703706,2.585495299787749,0.4618333333333333
5,20,0.05,step_reduce,7,5.061540638524582,0.48305555555555557,2.4739034127251074,0.501
5,20,0.05,step_reduce,8,4.862839717166766,0.5163518518518518,2.385364887601866,0.5333333333333333
5,20,0.05,step_reduce,9,4.703847268845826,0.5462037037037037,2.3138671550673355,0.5595
5,20,0.05,step_reduce,10,4.574425208890524,0.5745,2.2551467339588473,0.5838333333333333
5,20,0.05,step_reduce,11,4.46719830909124,0.5973888888888889,2.206027629921394,0.607
5,20,0.05,step_reduce,12,4.376663886657516,0.6182592592592593,2.1641157856126116,0.6226666666666667
5,20,0.05,step_reduce,13,4.298635694113465,0.6336111111111111,2.1275917435907497,0.637
5,20,0.05,step_reduce,14,4.229940297624344,0.646,2.0950770497679683,0.6495
5,20,0.05,step_reduce,15,4.168157715036974,0.6562592592592592,2.0655152968060655,0.661
5,20,0.05,step_reduce,16,4.111447384877034,0.6637962962962963,2.03810904477297,0.6676666666666666
5,20,0.05,step_reduce,17,4.05843400949331,0.6704629629629629,2.012260424707707,0.6731666666666667
5,20,0.05,step_reduce,18,4.008090451861534,0.6754629629629629,1.9875300350243696,0.6785
5,20,0.05,step_reduce,19,3.959636881976667,0.6792037037037038,1.9635813663288406,0.684
5,20,0.05,step_reduce,20,3.9124992498751747,0.6824259259259259,1.9401759718908973,0.6888333333333333
6,20,0.01,step_reduce,1,49.72163888182524,0.13307407407407407,22.987408190334367,0.13183333333333333
6,20,0.01,step_reduce,2,40.893600018669524,0.13644444444444445,18.003084764139153,0.136
6,20,0.01,step_reduce,3,30.977536189805463,0.14066666666666666,13.149725707808017,0.14116666666666666
6,20,0.01,step_reduce,4,22.21085492161947,0.14562962962962964,9.258950466630338,0.149
6,20,0.01,step_reduce,5,15.457123017182642,0.15066666666666667,6.492542704695167,0.15366666666666667
6,20,0.01,step_reduce,6,11.418538839784786,0.1570925925925926,5.084556103172512,0.161
6,20,0.01,step_reduce,7,9.32374326110944,0.16474074074074074,4.363205913873962,0.17
6,20,0.01,step_reduce,8,8.34407776968287,0.17451851851851852,3.99631494874458,0.17966666666666667
6,20,0.01,step_reduce,9,7.803027898768157,0.18625925925925926,3.793515862904652,0.19266666666666668
6,20,0.01,step_reduce,10,7.438148457659766,0.19966666666666666,3.6502306188752747,0.206
6,20,0.01,step_reduce,11,7.168571421341561,0.21409259259259258,3.5268659472436443,0.222
6,20,0.01,step_reduce,12,6.946229556676698,0.2300925925925926,3.4306425989406204,0.23616666666666666
6,20,0.01,step_reduce,13,6.760603419147352,0.24707407407407408,3.336563015254095,0.25183333333333335
6,20,0.01,step_reduce,14,6.599851649919121,0.2638333333333333,3.260091618557213,0.2665
6,20,0.01,step_reduce,15,6.455071105918596,0.2810925925925926,3.190992261581129,0.2866666666666667
6,20,0.01,step_reduce,16,6.3223746233703455,0.29853703703703705,3.127938924389026,0.30616666666666664
6,20,0.01,step_reduce,17,6.2017391544000695,0.31507407407407406,3.070015943767158,0.3205
6,20,0.01,step_reduce,18,6.090598507603549,0.3312407407407407,3.0165155138053907,0.3378333333333333
6,20,0.01,step_reduce,19,5.987701685213027,0.34564814814814815,2.966874767018166,0.3516666666666667
6,20,0.01,step_reduce,20,5.892039079259976,0.35924074074074075,2.9206409774287754,0.36383333333333334
7,30,0.1,step_reduce,1,13.5070205337832,0.19557407407407407,3.456169781145342,0.23966666666666667
7,30,0.1,step_reduce,2,6.20833300076696,0.3173148148148148,2.84548095347978,0.39316666666666666
7,30,0.1,step_reduce,3,5.353548413746117,0.4612962962962963,2.539991928891536,0.5186666666666667
7,30,0.1,step_reduce,4,4.877939937831665,0.5555740740740741,2.3558211008391816,0.5893333333333334
7,30,0.1,step_reduce,5,4.579877178096671,0.6125185185185186,2.235642068105796,0.633
7,30,0.1,step_reduce,6,4.3783900547861165,0.6456296296296297,2.150840437641477,0.6648333333333334
7,30,0.1,step_reduce,7,4.230188881341006,0.6687222222222222,2.0854356523874826,0.6845
7,30,0.1,step_reduce,8,4.11086111540594,0.6848703703703704,2.0303914221832335,0.6988333333333333
7,30,0.1,step_reduce,9,4.00670587570814,0.6961481481481482,1.9806682485911493,0.7078333333333333
7,30,0.1,step_reduce,10,3.910198043503906,0.7038518518518518,1.93356851082291,0.7135
7,30,0.1,step_reduce,11,3.8173694258019832,0.7095,1.8877124988162923,0.718
7,30,0.1,step_reduce,12,3.7262671142341404,0.7139629629629629,1.8424532723632183,0.722
7,30,0.1,step_reduce,13,3.6360414311043363,0.7182407407407407,1.7975577953383062,0.7233333333333334
7,30,0.1,step_reduce,14,3.546468162700037,0.7212222222222222,1.7530204999027972,0.7266666666666667
7,30,0.1,step_reduce,15,3.457717261537033,0.7233518518518518,1.708948571235655,0.7293333333333333
7,30,0.1,step_reduce,16,3.3711564748947938,0.7254074074074074,1.6655143208622927,0.7313333333333333
7,30,0.1,step_reduce,17,3.287075804745973,0.7274814814814815,1.6229467866053737,0.7326666666666667
7,30,0.1,step_reduce,18,3.2049329305428524,0.7296851851851852,1.5814738417225684,0.735
7,30,0.1,step_reduce,19,3.1230163542184526,0.7321296296296296,1.5412805322952796,0.7368333333333333
7,30,0.1,step_reduce,20,3.044975299624681,0.7345,1.5025239605895582,0.7398333333333333
7,30,0.1,step_reduce,21,2.9740649893453055,0.7365,1.4653586695325533,0.7411666666666666
7,30,0.1,step_reduce,22,2.905328195805294,0.7387592592592592,1.4298859249502684,0.7426666666666667
7,30,0.1,step_reduce,23,2.8389981123079226,0.7413333333333333,1.396160543725908,0.745
7,30,0.1,step_reduce,24,2.778353741181076,0.7438518518518519,1.3642435213013773,0.7481666666666666
7,30,0.1,step_reduce,25,2.7249905996090167,0.7465185185185185,1.338935864853823,0.7511666666666666
7,30,0.1,step_reduce,26,2.676027112213983,0.7496111111111111,1.3109246026542953,0.7548333333333334
7,30,0.1,step_reduce,27,2.6319833875641163,0.7532037037037037,1.3035806598926,0.7568333333333334
7,30,0.1,step_reduce,28,2.586655837678537,0.7563518518518518,1.2919075949695211,0.7586666666666667
7,30,0.1,step_reduce,29,2.545197650792129,0.759537037037037,1.273028974943458,0.762
7,30,0.1,step_reduce,30,2.50960974554676,0.7627777777777778,1.2648940530963597,0.7635
8,30,0.05,step_reduce,1,18.94984640040709,0.17207407407407407,5.205463724836414,0.19083333333333333
8,30,0.05,step_reduce,2,8.005223602069488,0.21938888888888888,3.4564770625010337,0.23966666666666667
8,30,0.05,step_reduce,3,6.501361688707276,0.2805185185185185,3.0856082104598257,0.3145
8,30,0.05,step_reduce,4,5.911692460578316,0.3567962962962963,2.845695123294467,0.3928333333333333
8,30,0.05,step_reduce,5,5.5042327936349915,0.43137037037037035,2.671926594876488,0.4595
8,30,0.05,step_reduce,6,5.201810520026987,0.49227777777777776,2.540171299285664,0.5178333333333334
8,30,0.05,step_reduce,7,4.9691917432941715,0.5377037037037037,2.4375147423468393,0.5571666666666667
8,30,0.05,step_reduce,8,4.78616803096745,0.5741666666666667,2.355974185401749,0.5895
8,30,0.05,step_reduce,9,4.6395204895681506,0.6018888888888889,2.2900522034371,0.6133333333333333
8,30,0.05,step_reduce,10,4.519921551625391,0.6227407407407407,2.235764732734976,0.6328333333333334
8,30,0.05,step_reduce,11,4.420488449438899,0.6391851851851852,2.1901380616165933,0.6496666666666666
8,30,0.05,step_reduce,12,4.336038140512771,0.6527592592592593,2.150936083586122,0.6646666666666666
8,30,0.05,step_reduce,13,4.26267204568143,0.6639814814814815,2.116485094494558,0.676
8,30,0.05,step_reduce,14,4.197462196495431,0.6733148148148148,2.085510789030515,0.6843333333333333
8,30,0.05,step_reduce,15,4.138197523516032,0.6817037037037037,2.0570649509775847,0.693
8,30,0.05,step_reduce,16,4.083244023640649,0.6881851851851852,2.0304422413263556,0.6988333333333333
8,30,0.05,step_reduce,17,4.03137917857196,0.6941111111111111,2.0051152606079508,0.7043333333333334
8,30,0.05,step_reduce,18,3.9816990251788327,0.6988518518518518,1.9807026673614792,0.7078333333333333
8,30,0.05,step_reduce,19,3.9335557642300016,0.7026666666666667,1.9569288944256058,0.7116666666666667
8,30,0.05,step_reduce,20,3.886470130024623,0.7055370370370371,1.93359079232057,0.7133333333333334
8,30,0.05,step_reduce,21,3.8401054383952427,0.7085185185185185,1.9105536511621042,0.7155
8,30,0.05,step_reduce,22,3.794243271669399,0.7107037037037037,1.8877277703079618,0.718
8,30,0.05,step_reduce,23,3.748711649280452,0.7131296296296297,1.865040981252167,0.7203333333333334
8,30,0.05,step_reduce,24,3.7034133544370134,0.7155925925925926,1.842459727929907,0.7215
8,30,0.05,step_reduce,25,3.658301646375381,0.7171851851851851,1.8199679850331583,0.7235
8,30,0.05,step_reduce,26,3.613348673972133,0.7191296296296297,1.7975600621621357,0.7226666666666667
8,30,0.05,step_reduce,27,3.5685554172977163,0.7204074074074074,1.7752409061803656,0.7255
8,30,0.05,step_reduce,28,3.5239495603436626,0.7219444444444445,1.753020816582935,0.726
8,30,0.05,step_reduce,29,3.479559068753947,0.7225555555555555,1.730914003160684,0.7278333333333333
8,30,0.05,step_reduce,30,3.4354324664803597,0.7239444444444444,1.7089444159495837,0.7296666666666667
9,30,0.01,step_reduce,1,30.01433616518888,0.15538888888888888,13.093721399892754,0.152
9,30,0.01,step_reduce,2,22.532900513284904,0.16427777777777777,9.88429981365907,0.16183333333333333
9,30,0.01,step_reduce,3,17.230091457497572,0.17251851851851852,7.66578750646464,0.17016666666666666
9,30,0.01,step_reduce,4,13.852123740526952,0.18025925925925926,6.207129717810813,0.18
9,30,0.01,step_reduce,5,11.406058593081474,0.18925925925925927,5.205920451287244,0.19066666666666668
9,30,0.01,step_reduce,6,9.625954291178314,0.1989074074074074,4.483684781087077,0.1985
9,30,0.01,step_reduce,7,8.383442255034707,0.20874074074074075,3.999383677113375,0.207
9,30,0.01,step_reduce,8,7.637237508934731,0.21851851851851853,3.71844251478112,0.2155
9,30,0.01,step_reduce,9,7.255054737549114,0.22948148148148148,3.5645476952609503,0.2255
9,30,0.01,step_reduce,10,7.00283781972267,0.24085185185185184,3.456675512729631,0.23966666666666667
9,30,0.01,step_reduce,11,6.805493290949356,0.2529814814814815,3.3671783037230254,0.25466666666666665
9,30,0.01,step_reduce,12,6.635238809911222,0.2661851851851852,3.2828727943048897,0.2683333333333333
9,30,0.01,step_reduce,13,6.484520123920263,0.2805,3.211022316798425,0.2851666666666667
9,30,0.01,step_reduce,14,6.348009892089588,0.2942592592592593,3.1456784282567667,0.298
9,30,0.01,step_reduce,15,6.223306143787205,0.3105185185185185,3.0857962963008463,0.31516666666666665
9,30,0.01,step_reduce,16,6.108637158482501,0.3252037037037037,3.03058719050995,0.32866666666666666
9,30,0.01,step_reduce,17,6.002629436352088,0.3420740740740741,2.979436748094841,0.3446666666666667
9,30,0.01,step_reduce,18,5.904200562176835,0.3577962962962963,2.9318586814037255,0.3615
9,30,0.01,step_reduce,19,5.812469428599153,0.37377777777777776,2.8874489104771484,0.37866666666666665
9,30,0.01,step_reduce,20,5.726712266379914,0.3888333333333333,2.8458738244175454,0.3923333333333333
9,30,0.01,step_reduce,21,5.646325971949936,0.403537037037037,2.8068565651262345,0.4091666666666667
9,30,0.01,step_reduce,22,5.570799060698221,0.4182777777777778,2.7701573446512473,0.4231666666666667
9,30,0.01,step_reduce,23,5.499695452873986,0.43192592592592594,2.735579575517976,0.43716666666666665
9,30,0.01,step_reduce,24,5.432635741582038,0.44557407407407407,2.7029428532075213,0.44766666666666666
9,30,0.01,step_reduce,25,5.369281843659391,0.45911111111111114,2.6720920553008756,0.4598333333333333
9,30,0.01,step_reduce,26,5.309348710154376,0.47053703703703703,2.6428907165596724,0.4711666666666667
9,30,0.01,step_reduce,27,5.2525808121780715,0.48277777777777775,2.6152171517798717,0.4811666666666667
9,30,0.01,step_reduce,28,5.198745295235367,0.49296296296296294,2.5889600447823655,0.49233333333333335
9,30,0.01,step_reduce,29,5.147634980811184,0.5031296296296296,2.564023464638732,0.5048333333333334
9,30,0.01,step_reduce,30,5.099066054830822,0.5120740740740741,2.5403156553441066,0.5178333333333334
