run_id,epochs,lr,mode,epoch,train_loss,train_acc,valid_loss,valid_acc
1,10,0.05,step_reduce,1,31.934841879688474,0.14162962962962963,6.49236216149471,0.15383333333333332
1,10,0.05,step_reduce,2,8.834992162430485,0.17659259259259258,3.6500709685501382,0.206
1,10,0.05,step_reduce,3,6.787830687068944,0.24725925925925926,3.1908629669678077,0.287
1,10,0.05,step_reduce,4,6.099571672834226,0.3287962962962963,2.920524669611559,0.3641666666666667
1,10,0.05,step_reduce,5,5.6460084416250425,0.3947777777777778,2.7292209578952336,0.4191666666666667
1,10,0.05,step_reduce,6,5.314705004205242,0.44353703703703706,2.585495299787749,0.4618333333333333
1,10,0.05,step_reduce,7,5.061540638524582,0.48305555555555557,2.4739034127251074,0.501
1,10,0.05,step_reduce,8,4.862839717166766,0.5163518518518518,2.385364887601866,0.5333333333333333
1,10,0.05,step_reduce,9,4.703847268845826,0.5462037037037037,2.3138671550673355,0.5595
1,10,0.05,step_reduce,10,4.574425208890524,0.5745,2.2551467339588473,0.5838333333333333
2,10,0.1,step_reduce,1,20.410026600502515,0.15851851851851853,3.6498228913115365,0.20583333333333334
2,10,0.1,step_reduce,2,6.4462701561575395,0.2873888888888889,2.920358637655711,0.36466666666666664
2,10,0.1,step_reduce,3,5.480789732741185,0.4191666666666667,2.5853534898457204,0.46216666666666667
2,10,0.1,step_reduce,4,4.962387840246286,0.49905555555555553,2.3852601495913595,0.533
2,10,0.1,step_reduce,5,4.6392375515714726,0.5597592592592593,2.255073034994529,0.5838333333333333
2,10,0.1,step_reduce,6,4.422006869366166,0.6077407407407407,2.164079335830162,0.6218333333333333
2,10,0.1,step_reduce,7,4.264379198947279,0.6400185185185185,2.095074992078723,0.6495
2,10,0.1,step_reduce,8,4.139920859621875,0.6600370370370371,2.0381313644707424,0.6676666666666666
2,10,0.1,step_reduce,9,4.033405870473334,0.6727592592592593,1.9875736870816467,0.6788333333333333
2,10,0.1,step_reduce,10,3.9362375312904234,0.6809444444444445,1.94023863296407,0.6885
3,10,0.01,step_reduce,1,49.72163888182524,0.13307407407407407,22.987408190334367,0.13183333333333333
3,10,0.01,step_reduce,2,40.893600018669524,0.13644444444444445,18.003084764139153,0.136
3,10,0.01,step_reduce,3,30.977536189805463,0.14066666666666666,13.149725707808017,0.14116666666666666
3,10,0.01,step_reduce,4,22.21085492161947,0.14562962962962964,9.258950466630338,0.149
3,10,0.01,step_reduce,5,15.457123017182642,0.15066666666666667,6.492542704695167,0.15366666666666667
3,10,0.01,step_reduce,6,11.418538839784786,0.1570925925925926,5.084556103172512,0.161
3,10,0.01,step_reduce,7,9.32374326110944,0.16474074074074074,4.363205913873962,0.17
3,10,0.01,step_reduce,8,8.34407776968287,0.17451851851851852,3.99631494874458,0.17966666666666667
3,10,0.01,step_reduce,9,7.803027898768157,0.18625925925925926,3.793515862904652,0.19266666666666668
3,10,0.01,step_reduce,10,7.438148457659766,0.19966666666666666,3.6502306188752747,0.206
4,20,0.1,step_reduce,1,20.410026600502515,0.15851851851851853,3.6498228913115365,0.20583333333333334
4,20,0.1,step_reduce,2,6.4462701561575395,0.2873888888888889,2.920358637655711,0.36466666666666664
4,20,0.1,step_reduce,3,5.480789732741185,0.4191666666666667,2.5853534898457204,0.46216666666666667
4,20,0.1,step_reduce,4,4.962387840246286,0.49905555555555553,2.3852601495913595,0.533
4,20,0.1,step_reduce,5,4.6392375515714726,0.5597592592592593,2.255073034994529,0.5838333333333333
4,20,0.1,step_reduce,6,4.422006869366166,0.6077407407407407,2.164079335830162,0.6218333333333333
4,20,0.1,step_reduce,7,4.264379198947279,0.6400185185185185,2.095074992078723,0.6495
4,20,0.1,step_reduce,8,4.139920859621875,0.6600370370370371,2.0381313644707424,0.6676666666666666
4,20,0.1,step_reduce,9,4.033405870473334,0.6727592592592593,1.9875736870816467,0.6788333333333333
4,20,0.1,step_reduce,10,3.9362375312904234,0.6809444444444445,1.94023863296407,0.6885
4,20,0.1,step_reduce,11,3.8436775891547996,0.6870185185185185,1.8944506899067945,0.6938333333333333
4,20,0.1,step_reduce,12,3.7532697710236054,0.6911481481481482,1.8493463548581313,0.6995
4,20,0.1,step_reduce,13,3.663863759089209,0.6942037037037037,1.8046095637420971,0.704
4,20,0.1,step_reduce,14,3.575110822814291,0.6967222222222222,1.76019535394769,0.7066666666666667
4,20,0.1,step_reduce,15,3.4870728504002404,0.697962962962963,1.7161931720787604,0.7081666666666667
4,20,0.1,step_reduce,16,3.400088197500694,0.7003148148148148,1.6727983990514503,0.7116666666666667
4,20,0.1,step_reduce,17,3.3167013688572307,0.7027407407407408,1.6302226339877273,0.7165
4,20,0.1,step_reduce,18,3.234083483924381,0.7057962962962963,1.5886892350649122,0.7188333333333333
4,20,0.1,step_reduce,19,3.1537930225963158,0.7088148148148148,1.5483875289132987,0.7233333333333334
4,20,0.1,step_reduce,20,3.0771264623654124,0.7117777777777777,1.509477851993447,0.7256666666666667
5,20,0.05,step_reduce,1,31.934841879688474,0.14162962962962963,6.49236216149471,0.15383333333333332
5,20,0.05,step_reduce,2,8.834992162430485,0.17659259259259258,3.6500709685501382,0.206
5,20,0.05,step_reduce,3,6.787830687068944,0.24725925925925926,3.1908629669678077,0.287
5,20,0.05,step_reduce,4,6.099571672834226,0.3287962962962963,2.920524669611559,0.3641666666666667
